/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_282.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_282.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_282.jpg,0,0,0,0.000284327
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_354.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_354.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_354.jpg,0,0,0,0.000294773
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_432.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_432.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_432.jpg,0,0,0,4.34E-05
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_504.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_504.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_504.jpg,0,0,0,1.15E-05
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_583.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_583.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_583.jpg,0,0,0,7.51E-05
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_651.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_651.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_651.jpg,0,0,0,9.55E-05
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_725.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_725.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_725.jpg,0,0,0,0.000111908
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_799.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_799.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_799.jpg,0,0,0,0.000129606
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_877.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_877.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_877.jpg,0,0,0,0.000153159
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_45_951.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_45_951.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_45_951.jpg,0,0,0,0.000182068
/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/center_2017_08_21_12_31_46_024.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/left_2017_08_21_12_31_46_024.jpg,/Users/oyama/Documents/GitHub/CarND-Behavioral-Cloning-P3/data3/IMG/right_2017_08_21_12_31_46_024.jpg,0,0,0,0.000217864
